,Text,Type
178,"I consider December 14th, 2012 the single darkest day of my presidency. The news from Sandy Hook Elementary was devastating, a visceral blow, and like so many others, I felt not just sorrow but anger at a world that could allow such things to happen. https://t.co/Y2log7FBaH",Not a bot
179,"It’s a landmark moment in the fight for equality, and a tribute to the generations of Americans whose example and advocacy have done more than any law to change hearts and minds.

This is their victory, and a powerful reminder that, together, we can continue to perfect our union.",Not a bot
180,"By mandating the federal recognition of same-sex marriages, the Respect for Marriage Act brings us closer to preserving the fundamental right of every American to marry who they love.",Not a bot
181,"In 2015, when the Supreme Court recognized the Constitutional right to marriage equality, I said that progress often comes in small increments. Then there are days when slow, steady effort is rewarded with justice that arrives like a thunderbolt.

Today is one of those days.",Not a bot
182,Grateful for the long-overdue release of Brittney Griner today from Russian custody. Kudos to @POTUS and his administration for the difficult diplomatic work involved to make it happen. We’re looking forward to having Brittney back home. https://t.co/G5yKliRoxd,Not a bot
183,"RT @ObamaFoundation: Last night, President @BarackObama joined @SandyHook families to honor the 20 precious children and 6 brave adults who…",Not a bot
184,"Once again, Georgians have proven that when it comes time to vote, they’ll show up and vote for a leader who will fight for them. Congratulations, @ReverendWarnock!",Not a bot
185,"Vote for @ReverendWarnock. 

Vote today to build on the work of people like John Lewis and Ann Nixon Cooper who paved the way for us. 

Vote to build a better future for the next generation. https://t.co/SRPhjFLzGA https://t.co/N0wLBhQ8XO",Not a bot
186,"Georgia, it’s time to get out and vote to re-elect @ReverendWarnock. 

Make sure to get your family, friends, and neighbors out to vote, too. 

Find your polling location at https://t.co/SRPhjFuwEA. https://t.co/oDMv7pv6Gc",Not a bot
187,"Georgia — vote for @ReverendWarnock! 

Make a plan to vote today at https://t.co/SRPhjFLzGA. https://t.co/n1bIxQWC02",Not a bot
188,"Affordable health care is a right, not a privilege. If you haven't already, make sure to sign up for health care during this open enrollment period. Go to https://t.co/ob1YnnWQZD today to pick a plan that works best for you and your family.",Not a bot
189,"That’s why I'm asking every Georgian to get out and vote for Reverend Warnock. Then get everybody you know to vote. 

We can't get tired now. 

Make a plan to vote today at https://t.co/SRPhjFLzGA.",Not a bot
190,".@ReverendWarnock is a hard-working, God-fearing, community-serving leader who tells the truth, sticks to his word, and treats everybody with decency and respect. He’ll keep making Georgia proud in the Senate. https://t.co/7doIwmfBAj",Not a bot
191,I’m back in Georgia to deliver a simple message: Vote to re-elect @ReverendWarnock. Tune in: https://t.co/iX3Twsy1nr,Not a bot
192,"If you're not from Georgia, you can still get involved in this election by making calls, chipping in if you can, and reaching out to your family and friends in Georgia and reminding them to vote. 

Let’s all do our part to re-elect @ReverendWarnock. https://t.co/tagoZB7g1N",Not a bot
193,"Georgia! Let’s do this one more time. We need everybody to show up and vote to send @ReverendWarnock back to the Senate.

Go to https://t.co/SRPhjFuwEA to find your polling place and make a plan to vote early.",Not a bot
194,"Michelle and I started the @ObamaFoundation to support the next generation of leaders who are picking up the baton and creating sustainable change in their communities.

On Giving Tuesday, I'm asking you to help keep their work going: https://t.co/RVnftZPxUn https://t.co/fvwjf5GsAI",Not a bot
195,"Last month, I spoke with some of the incredible small business leaders working on the South and West sides of Chicago. 

As we build the Obama Presidential Center, we’ll work closely with these businesses and hope the Center helps boost economic growth across the city. https://t.co/QIl5oS7Zut",Not a bot
196,"One of my favorite White House traditions was telling Thanksgiving jokes – which at least I thought were funny. 

Here’s a look back at some of my favorites: https://t.co/t2azgScNau",Not a bot
197,"Wishing everyone a happy Thanksgiving! As we celebrate, let's give thanks for all the blessings in our lives and give back when we can. We’re also thinking of the brave men and women serving our country far from their home.",Not a bot
198,"But voters in some states—including Florida, Texas, and Wisconsin—are still affected by gerrymandering.

That’s why we’ve got to stay in the fight and keep working to stop partisan gerrymandering once and for all. Join us: https://t.co/UVae8RTjja",Not a bot
199,"Thanks in part to the NDRC, states that were once gerrymandered by Republicans—Michigan, Pennsylvania, North Carolina, Colorado, Minnesota—are now highly competitive. And that’s how it should be—voters should choose their representatives, not the other way around.",Not a bot
200,"One reason the balance of power in the House of Representatives is so close is because, for the first time in a decade, there were enough competitive districts at play. Thanks to the work of @DemRedistrict, Americans voted on the fairest congressional map of the last 40 years.",Not a bot
201,We can and must do more to reduce gun violence in America. https://t.co/cfI3RIMLd2,Not a bot
202,"I’m inspired by the next generation of leaders—especially those who joined us last week at our @ObamaFoundation Democracy Forum.

Their ideas and insights will help strengthen democracy, and carry it into the future.

Take a look back at our day together: https://t.co/vC9TfIIsSh",Not a bot
203,"RT @ObamaFoundation: On the eve of Trans Day of Remembrance, the LGBTQ+ community in Colorado Springs was terrorized by gun violence. We jo…",Not a bot
204,"Best of luck to @USMNT at the World Cup! Michelle and I are incredibly proud of what you’ve accomplished so far, and we’ll be rooting for you all the way.",Not a bot
205,"Happy birthday, @JoeBiden! There’s a lot to celebrate these days, and I couldn’t be more grateful that America has you sitting behind the desk. https://t.co/JPcCtDo5SI",Not a bot
206,"Yesterday @BChesky and I had the chance to meet with our inaugural recipients of The Voyager Scholarship.

Michelle, Brian, and I can’t wait to work with these talented young people over the next few years as they pursue careers in public service. https://t.co/K8VE7It3yw",Not a bot
207,Our @ObamaFoundation Leaders are working hard to tackle some of our toughest challenges. It was great having some of them join @TrevorNoah and me on @TheDailyShow to share more about their work. https://t.co/8SS3eEODVh,Not a bot
